6.64594	-8.73731
-1.40287	-5.84572
6.50348	3.18015
4.72676	-1.02083
0.890451	-1.11699
8.70997	3.26077
7.56383	10.2463
1.9778	-4.41583
1.93345	1.48563
4.92703	-2.58158
4.65385	-8.24495
-2.15939	-4.33763
2.60121	2.32992
6.10157	-2.11895
1.15584	-3.57238
4.21206	3.00038
2.09954	-3.84372
-27.6908	-11.7529
-31.2097	-12.0866
-24.3714	-19.5925
-7.99819	-21.5893
-14.724	-30.2959
-16.9237	-29.9682
-15.9752	-31.3492
-14.1043	-29.5143
-11.6067	-25.8227
-2.19055	-17.4752
1.61354	-14.313
3.72514	-11.2308
1.74448	-13.9894
-1.3474	-13.5227
2.02945	-12.4663
-3.55013	-10.3432
-0.811689	-14.9699
0.165332	-11.3268
-0.0996807	-9.7935
0.0128005	-6.95662
-0.341403	-10.7109
-2.12594	-5.30521
-5.08613	-12.9491
-2.14736	-15.5366
-8.80482	-12.3103
-14.107	-13.7079
-18.8224	-10.7869
-15.285	-10.5158
-11.8856	-10.757
-9.01585	-12.667
-5.4257	-14.5153
-4.90632	-15.6803
-2.95129	-17.7475
-1.73877	-18.9523
-1.0783	-27.0244
-4.07427	-28.1461
-5.05528	-31.2117
-0.924587	-26.4035
2.99061	-23.2271
-0.601428	-20.0759
-1.62751	-14.3339
-2.071	-13.8572
0.370334	-15.1598
-1.0818	-14.215
1.01742	-15.0089
3.37706	-15.5244
3.18562	-15.7796
5.26195	-17.3616
2.61847	-16.4887
3.06203	-21.0503
3.43499	-18.0654
1.42037	-10.7171
8.53674	-9.35535
5.20157	-11.1531
-7.87831	-5.61314
4.17349	-5.46035
-0.599115	-7.79601
-2.93553	-10.5889
0.51609	-6.17915
-3.95084	-16.577
-1.24505	-13.7039
-2.70533	-12.3092
-5.72622	-7.40874
-7.49302	-9.2916
-3.23259	-15.2983
-0.0567243	-5.54483
-1.63151	-4.05187
-4.5982	-13.2771
-2.57054	-7.87667
1.72077	-3.77635
-1.509	-10.2861
0.197059	-10.5454
-1.64348	-3.48709
2.65623	-5.36661
-6.78968	-11.5817
-4.12889	-19.447
-0.439181	-20.4417
-1.99744	-22.7299
-2.39759	-26.7305
-4.11508	-27.7646
-5.37754	-27.2753
-6.04181	-27.0249
-4.67139	-27.9323
-3.04685	-24.3866
-1.80445	-22.8165
-2.63166	-21.9375
-3.31873	-21.5152
-6.18624	-18.1079
-8.41016	-17.1782
-9.90694	-16.3246
-11.5985	-15.0409
-12.442	-16.7681
-10.8709	-16.3285
-10.8467	-16.7459
-8.56064	-14.6869
-8.61979	-13.1606
-10.4262	-13.2229
-11.5355	-12.267
-8.70268	-11.6993
-10.0948	-11.4114
-9.97352	-10.8589
-7.12201	-11.6427
-7.87644	-11.9855
-6.14559	-17.0092
-3.4368	-20.2798
-3.23815	-17.5126
-1.12996	-20.7805
-2.44411	-21.5324
-1.87677	-22.365
-3.62919	-22.264
-3.75233	-20.8046
-3.77287	-22.4916
-4.90297	-21.3301
-6.72754	-19.9521
-6.00923	-20.7294
-7.13317	-20.2174
-6.94979	-20.4035
-5.21333	-18.9859
-4.26104	-20.5578
-3.85068	-21.1992
-1.7087	-21.0055
0.413515	-21.5871
-3.32124	-17.0659
2.50929	-18.076
4.26632	-21.5169
-0.967079	-19.9201
-1.47942	-21.3516
-0.147748	-20.2613
1.84323	-22.2562
2.30259	-21.7319
0.911457	-21.8798
-3.99218	-19.6874
0.78573	-21.487
-0.663136	-19.9989
-3.13026	-18.188
-4.59857	-17.5704
-8.85329	-14.5924
-12.5735	-12.6552
-15.6935	-14.7364
-16.7564	-17.073
-16.7188	-20.6581
-17.1922	-22.8425
-18.1263	-23.2103
-17.2209	-21.6095
-19.0976	-22.7765
-24.2577	-21.0214
-27.3288	-21.5979
-31.1612	-22.9988
-31.054	-20.6774
-31.9424	-18.0642
-31.8244	-15.9323
-31.9951	-14.8176
-32.1918	-14.2404
-31.8488	-15.3428
-30.3403	-13.9653
-25.5515	-10.3131
-21.4983	-13.6029
-17.3256	-12.7842
-17.6664	-12.4625
-12.8284	-14.2051
-6.33893	-13.3891
-2.13869	-13.5063
-2.91569	-8.19164
-2.37948	-9.31141
